fire_num,feature_cd,fire_link,fire_stat,fire_sz_ha,fire_year,load_date,objectid,source,track_date,versn_num,longitude,latitude,coordinate
G80053,JA70003000,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=G80053,Out,12.8,2023,2023-04-21,2193852,Non-corrected ground GPS,2023-04-19,2023041901,-121.236,56.373,"[-121.236, 56.373]"
G60853,JA70003000,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=G60853,Being Held,22372.8,2023,2023-09-03,2193798,Derived from satellite imagery,2023-09-03,2023090301,-123.607,55.296,"[-123.607, 55.296]"
G70241,JA70003000,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=G70241,Out,2.0,2023,2023-11-28,2193829,Hand sketch of any type,2023-11-28,2023112801,-120.358,55.346,"[-120.358, 55.346]"
K71634,JA70003000,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=K71634,Out,4734.3,2023,2023-09-07,2194019,Non-corrected ground GPS,2023-09-06,2023090601,-121.712,50.394,"[-121.712, 50.394]"
V51696,JA70003000,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=V51696,Out,237.9,2023,2023-09-09,2194222,Non-corrected airborne GPS,2023-09-08,2023090801,-125.023,51.171,"[-125.023, 51.171]"
G63314,JA70003000,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=G63314,Out,11.4,2023,2023-10-31,2193817,Non-corrected airborne GPS,2023-10-05,2023100501,-126.068,57.578,"[-126.068, 57.578]"
C51753,JA70003000,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=C51753,Out,2.2,2023,2023-10-10,2193699,Non-corrected airborne GPS,2023-07-30,2023073001,-124.427,51.408,"[-124.427, 51.408]"
N71690,JA70003000,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=N71690,Out,326.1,2023,2023-10-31,2194092,Digitized other,2023-10-30,2023103001,-116.934,50.658,"[-116.934, 50.658]"
G70240,JA70003000,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=G70240,Out,1.5,2023,2023-05-12,2193828,Non-corrected ground GPS,2023-05-06,2023050601,-121.415,55.876,"[-121.415, 55.876]"
K42421,JA70003000,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=K42421,Out,52.4,2023,2023-08-27,2193976,Non-corrected airborne GPS,2023-08-27,2023082701,-118.733,51.466,"[-118.733, 51.466]"
K22024,JA70003000,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=K22024,Out,11413.3,2023,2023-09-27,2193952,Corrected airborne GPS,2023-09-26,2023092601,-120.424,50.436,"[-120.424, 50.436]"
G11943,JA70003000,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=G11943,Out,13.6,2023,2023-09-04,2193728,Derived from satellite imagery,2023-09-03,2023090301,-121.07,53.656,"[-121.07, 53.656]"
C30446,JA70003000,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=C30446,Under Control,241.7,2023,2023-07-29,2193658,Non-corrected airborne GPS,2023-07-29,2023072901,-120.47,52.837,"[-120.47, 52.837]"
VA2884,JA70003000,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=VA2884,Out,928.8,2023,2023-09-14,2194278,Hand sketch of any type,2023-09-13,2023091301,-126.061,52.277,"[-126.061, 52.277]"
C32266,JA70003000,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=C32266,Under Control,53.0,2023,2023-07-29,2193668,Non-corrected airborne GPS,2023-07-29,2023072901,-120.409,52.877,"[-120.409, 52.877]"
G10065,JA70003000,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=G10065,Out,16.4,2023,2023-05-05,2193709,Non-corrected ground GPS,2023-04-20,2023042001,-122.629,53.557,"[-122.629, 53.557]"
G12160,JA70003000,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=G12160,Out,10.8,2023,2023-08-09,2193736,Non-corrected ground GPS,2023-07-25,2023072501,-122.025,53.813,"[-122.025, 53.813]"
K50624,JA70003000,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=K50624,Out,33.8,2023,2023-06-12,2193985,Non-corrected ground GPS,2023-06-09,2023060901,-119.794,49.817,"[-119.794, 49.817]"
G41445,JA70003000,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=G41445,Out,66.5,2023,2023-07-23,2193753,Non-corrected airborne GPS,2023-07-23,2023072301,-124.611,53.643,"[-124.611, 53.643]"
K41194,JA70003000,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=K41194,Out,4.2,2023,2023-07-08,2193971,Non-corrected ground GPS,2023-07-08,2023070801,-119.304,50.412,"[-119.304, 50.412]"
G80120,JA70003000,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=G80120,Out,1.5,2023,2023-05-02,2193855,Non-corrected ground GPS,2023-04-29,2023042901,-120.71,56.283,"[-120.71, 56.283]"
R10501,JA70003000,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=R10501,Out,13.8,2023,2023-05-29,2194110,Non-corrected ground GPS,2023-05-26,2023052601,-126.079,53.943,"[-126.079, 53.943]"
G60858,JA70003000,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=G60858,Being Held,4652.2,2023,2023-07-30,2193799,Non-corrected airborne GPS,2023-07-29,2023072901,-125.89,57.613,"[-125.89, 57.613]"
G41149,JA70003000,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=G41149,Out,501.1,2023,2023-07-12,2193747,Unknown,2023-07-12,2023071201,-124.274,54.222,"[-124.274, 54.222]"
R43173,JA70003000,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=R43173,Out,12.3,2023,2023-09-17,2194170,Non-corrected airborne GPS,2023-09-16,2023091601,-127.35,55.62,"[-127.35, 55.62]"
V92201,JA70003000,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=V92201,Out,1.1,2023,2023-09-17,2194261,Hand sketch of any type,2023-09-17,2023091701,-126.661,51.136,"[-126.661, 51.136]"
G80035,JA70003000,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=G80035,Out,61.9,2023,2023-04-21,2193850,Non-corrected ground GPS,2023-04-15,2023041501,-121.956,56.511,"[-121.956, 56.511]"
N41962,JA70003000,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=N41962,Out,166.2,2023,2023-09-22,2194057,Non-corrected airborne GPS,2023-09-21,2023092101,-118.782,51.876,"[-118.782, 51.876]"
C42827,JA70003000,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=C42827,Out,0.5,2023,2023-11-23,2193680,Non-corrected ground GPS,2023-08-18,2023081802,-121.182,51.386,"[-121.182, 51.386]"
K21190,JA70003000,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=K21190,Out,0.3,2023,2023-07-24,2193940,Non-corrected ground GPS,2023-07-07,2023070701,-120.0,51.588,"[-120.0, 51.588]"
R41582,JA70003000,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=R41582,Out,31.7,2023,2023-07-19,2194165,Non-corrected airborne GPS,2023-07-15,2023071502,-127.704,55.306,"[-127.704, 55.306]"
G81730,JA70003000,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=G81730,Out,51.9,2023,2023-07-20,2193880,Non-corrected ground GPS,2023-07-18,2023071801,-121.242,58.039,"[-121.242, 58.039]"
G71019,JA70003000,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=G71019,Out,1.3,2023,2023-07-06,2193840,Non-corrected ground GPS,2023-07-02,2023070201,-121.034,55.396,"[-121.034, 55.396]"
G60705,JA70003000,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=G60705,Out,8.5,2023,2023-10-26,2193796,Non-corrected ground GPS,2023-06-13,2023061301,-124.46,55.628,"[-124.46, 55.628]"
K71032,JA70003000,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=K71032,Out,220.6,2023,2023-10-30,2194016,Digitized other,2023-10-27,2023102701,-123.095,50.661,"[-123.095, 50.661]"
G91359,JA70003000,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=G91359,Under Control,5.8,2023,2023-11-27,2193908,Hand sketch of any type,2023-11-16,2023111601,-122.342,58.23,"[-122.342, 58.23]"
V80527,JA70003000,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=V80527,Out,230.7,2023,2023-06-17,2194239,Non-corrected airborne GPS,2023-06-16,2023061601,-126.037,50.368,"[-126.037, 50.368]"
G70124,JA70003000,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=G70124,Out,107.0,2023,2023-05-01,2193820,Non-corrected ground GPS,2023-04-30,2023043001,-121.85,55.838,"[-121.85, 55.838]"
R50580,JA70003000,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=R50580,Out,1.4,2023,2023-06-07,2194171,Non-corrected ground GPS,2023-06-04,2023060401,-128.461,54.57,"[-128.461, 54.57]"
K71658,JA70003000,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=K71658,Out,277.6,2023,2023-08-17,2194021,Non-corrected airborne GPS,2023-08-17,2023081701,-122.54,50.796,"[-122.54, 50.796]"
C20095,JA70003000,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=C20095,Out,4.9,2023,2023-07-10,2193649,Non-corrected ground GPS,2023-04-27,2023042701,-122.156,52.0,"[-122.156, 52.0]"
K21595,JA70003000,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=K21595,Out,11.5,2023,2023-08-01,2193944,Non-corrected airborne GPS,2023-07-28,2023072801,-119.985,52.436,"[-119.985, 52.436]"
V73110,JA70003000,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=V73110,Out,12.3,2023,2023-09-15,2194236,Non-corrected ground GPS,2023-09-06,2023090601,-124.717,48.942,"[-124.717, 48.942]"
R51656,JA70003000,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=R51656,Out,59.3,2023,2023-07-17,2194177,Non-corrected airborne GPS,2023-07-17,2023071701,-128.34,53.77,"[-128.34, 53.77]"
G50615,JA70003000,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=G50615,Out,2.9,2023,2023-06-26,2193767,Corrected ground GPS,2023-06-08,2023060801,-124.463,55.153,"[-124.463, 55.153]"
G90776,JA70003000,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=G90776,Being Held,804.5,2023,2023-06-20,2193896,Non-corrected airborne GPS,2023-06-19,2023061901,-123.868,58.21,"[-123.868, 58.21]"
K62315,JA70003000,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=K62315,Out,5.4,2023,2023-08-01,2194009,Non-corrected ground GPS,2023-07-30,2023073001,-120.462,50.28,"[-120.462, 50.28]"
G12002,JA70003000,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=G12002,Out,351.7,2023,2023-09-04,2193730,Derived from satellite imagery,2023-09-03,2023090301,-121.818,54.612,"[-121.818, 54.612]"
V83128,JA70003000,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=V83128,Out,14.0,2023,2023-09-19,2194257,Non-corrected airborne GPS,2023-09-18,2023091801,-125.573,49.509,"[-125.573, 49.509]"
G91355,JA70003000,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=G91355,Being Held,150.2,2023,2023-08-18,2193907,Non-corrected airborne GPS,2023-08-15,2023081501,-122.608,59.664,"[-122.608, 59.664]"
G70189,JA70003000,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=G70189,Out,63.1,2023,2023-05-08,2193825,Non-corrected ground GPS,2023-05-04,2023050401,-120.227,55.882,"[-120.227, 55.882]"
G41511,JA70003000,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=G41511,Under Control,4767.8,2023,2023-09-21,2193758,Non-corrected ground GPS,2023-09-21,2023092101,-124.396,53.754,"[-124.396, 53.754]"
G30210,JA70003000,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=G30210,Out,1006.4,2023,2023-05-15,2193739,Non-corrected ground GPS,2023-05-12,2023051201,-120.108,53.314,"[-120.108, 53.314]"
V53075,JA70003000,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=V53075,Out,262.5,2023,2023-09-18,2194228,Non-corrected airborne GPS,2023-09-18,2023091801,-124.343,50.528,"[-124.343, 50.528]"
G41509,JA70003000,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=G41509,Under Control,104.4,2023,2023-07-25,2193757,Derived from satellite imagery,2023-07-24,2023072401,-125.049,53.529,"[-125.049, 53.529]"
V82755,JA70003000,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=V82755,Out,108.7,2023,2023-08-18,2194246,Non-corrected airborne GPS,2023-08-18,2023081801,-125.669,49.771,"[-125.669, 49.771]"
N42102,JA70003000,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=N42102,Out,449.0,2023,2023-08-10,2194060,Non-corrected airborne GPS,2023-08-09,2023080901,-116.377,51.009,"[-116.377, 51.009]"
G82711,JA70003000,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=G82711,Out,14.7,2023,2023-09-06,2193885,Non-corrected ground GPS,2023-09-05,2023090501,-120.233,56.557,"[-120.233, 56.557]"
N40596,JA70003000,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=N40596,Out,1160.1,2023,2023-08-21,2194052,Derived from satellite imagery,2023-08-20,2023082002,-118.684,52.044,"[-118.684, 52.044]"
VA2015,JA70003000,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=VA2015,Out,18.4,2023,2023-09-14,2194274,Hand sketch of any type,2023-09-13,2023091301,-126.788,52.903,"[-126.788, 52.903]"
V93289,JA70003000,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=V93289,Under Control,432.8,2023,2023-09-20,2194262,Non-corrected airborne GPS,2023-09-20,2023092001,-125.817,51.729,"[-125.817, 51.729]"
G61186,JA70003000,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=G61186,Out,12.3,2023,2023-07-17,2193805,Non-corrected airborne GPS,2023-07-17,2023071701,-123.158,56.077,"[-123.158, 56.077]"
R13124,JA70003000,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=R13124,Under Control,237.2,2023,2023-09-21,2194134,Non-corrected airborne GPS,2023-09-21,2023092101,-125.167,54.477,"[-125.167, 54.477]"
G41966,JA70003000,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=G41966,Out,6.3,2023,2023-08-01,2193765,Non-corrected airborne GPS,2023-07-22,2023072201,-124.555,53.519,"[-124.555, 53.519]"
K22241,JA70003000,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=K22241,Out,1.0,2023,2023-09-05,2193955,Non-corrected airborne GPS,2023-08-04,2023080401,-119.064,51.964,"[-119.064, 51.964]"
C31349,JA70003000,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=C31349,Under Control,240.1,2023,2023-07-29,2193662,Non-corrected airborne GPS,2023-07-29,2023072901,-120.745,52.456,"[-120.745, 52.456]"
C51571,JA70003000,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=C51571,Under Control,3347.0,2023,2023-07-21,2193698,Non-corrected airborne GPS,2023-07-21,2023072101,-125.552,52.782,"[-125.552, 52.782]"
K42077,JA70003000,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=K42077,Out,21.8,2023,2023-08-01,2193973,Non-corrected ground GPS,2023-07-31,2023073101,-118.848,50.593,"[-118.848, 50.593]"
G93291,JA70003000,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=G93291,Being Held,3056.4,2023,2023-10-05,2193927,Derived from satellite imagery,2023-09-25,2023092501,-121.853,59.588,"[-121.853, 59.588]"
K62575,JA70003000,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=K62575,Out,15.7,2023,2023-08-07,2194010,Non-corrected airborne GPS,2023-08-07,2023080701,-120.652,49.489,"[-120.652, 49.489]"
N52393,JA70003000,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=N52393,Out,867.9,2023,2023-08-22,2194079,Non-corrected airborne GPS,2023-08-22,2023082201,-117.615,50.368,"[-117.615, 50.368]"
G51542,JA70003000,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=G51542,Out,32.4,2023,2023-07-24,2193777,Non-corrected ground GPS,2023-07-24,2023072401,-124.001,54.625,"[-124.001, 54.625]"
G61629,JA70003000,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=G61629,Out,1.0,2023,2023-07-21,2193808,Non-corrected ground GPS,2023-07-13,2023071301,-125.21,57.055,"[-125.21, 57.055]"
G93103,JA70003000,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=G93103,Being Held,11.2,2023,2023-09-11,2193924,Derived from satellite imagery,2023-09-11,2023091101,-120.43,59.25,"[-120.43, 59.25]"
K70060,JA70003000,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=K70060,Out,28.8,2023,2023-05-10,2194014,Non-corrected ground GPS,2023-04-19,2023041902,-121.834,50.88,"[-121.834, 50.88]"
R11963,JA70003000,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=R11963,Out,2.0,2023,2023-11-21,2194127,Hand sketch of any type,2023-11-20,2023112001,-125.687,54.205,"[-125.687, 54.205]"
G61138,JA70003000,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=G61138,Out,2.8,2023,2023-07-30,2193804,Non-corrected airborne GPS,2023-07-29,2023072901,-125.758,57.297,"[-125.758, 57.297]"
G70168,JA70003000,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=G70168,Out,1.3,2023,2023-05-05,2193823,Non-corrected ground GPS,2023-05-03,2023050301,-120.102,55.674,"[-120.102, 55.674]"
R21622,JA70003000,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=R21622,Out,20.3,2023,2023-11-23,2194143,Hand sketch of any type,2023-11-20,2023112001,-125.874,55.067,"[-125.874, 55.067]"
G52871,JA70003000,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=G52871,Out,1.1,2023,2023-08-31,2193785,Non-corrected ground GPS,2023-08-24,2023082401,-124.464,54.805,"[-124.464, 54.805]"
V11256,JA70003000,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=V11256,Out,1069.9,2023,2023-09-18,2194200,Non-corrected airborne GPS,2023-09-16,2023091602,-121.392,49.19,"[-121.392, 49.19]"
R11387,JA70003000,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=R11387,Being Held,12141.7,2023,2023-09-21,2194119,Non-corrected airborne GPS,2023-09-20,2023092001,-126.095,53.721,"[-126.095, 53.721]"
C50354,JA70003000,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=C50354,Out,146.0,2023,2023-06-19,2193693,Non-corrected airborne GPS,2023-05-20,2023052001,-125.426,52.448,"[-125.426, 52.448]"
K22190,JA70003000,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=K22190,Out,103.4,2023,2023-09-19,2193954,Processed IR image,2023-09-19,2023091901,-120.257,51.98,"[-120.257, 51.98]"
G73406,JA70003000,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=G73406,Under Control,1251.5,2023,2023-10-11,2193848,Non-corrected airborne GPS,2023-10-11,2023101101,-121.403,55.65,"[-121.403, 55.65]"
G90981,JA70003000,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=G90981,Being Held,22393.5,2023,2023-09-02,2193902,Derived from satellite imagery,2023-09-02,2023090201,-127.626,59.133,"[-127.626, 59.133]"
C50094,JA70003000,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=C50094,Out,4.8,2023,2023-05-01,2193688,Non-corrected ground GPS,2023-04-26,2023042601,-124.234,52.1,"[-124.234, 52.1]"
C50101,JA70003000,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=C50101,Out,1.5,2023,2023-10-13,2193690,Hand sketch of any type,2023-04-30,2023043001,-123.127,51.92,"[-123.127, 51.92]"
N70201,JA70003000,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=N70201,Out,13.2,2023,2023-05-10,2194091,Non-corrected ground GPS,2023-05-08,2023050801,-117.012,50.604,"[-117.012, 50.604]"
K52808,JA70003000,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=K52808,Out,732.7,2023,2023-08-24,2193995,Digitized other,2023-08-23,2023082302,-119.449,49.94,"[-119.449, 49.94]"
V53204,JA70003000,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=V53204,Out,44.6,2023,2023-09-11,2194230,Non-corrected airborne GPS,2023-09-10,2023091001,-124.572,50.521,"[-124.572, 50.521]"
G70755,JA70003000,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=G70755,Out,11.0,2023,2023-06-16,2193838,Hand sketch of any type,2023-06-15,2023061501,-120.687,54.542,"[-120.687, 54.542]"
K71649,JA70003000,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=K71649,Out,9565.1,2023,2023-09-17,2194020,Non-corrected airborne GPS,2023-09-17,2023091701,-122.875,50.903,"[-122.875, 50.903]"
R31581,JA70003000,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=R31581,Out,239.4,2023,2023-07-22,2194161,Non-corrected airborne GPS,2023-07-22,2023072201,-126.791,55.601,"[-126.791, 55.601]"
G12085,JA70003000,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=G12085,Out,1.4,2023,2023-07-23,2193733,Non-corrected airborne GPS,2023-07-22,2023072201,-121.852,54.566,"[-121.852, 54.566]"
G61699,JA70003000,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=G61699,Out,7.2,2023,2023-07-31,2193809,Non-corrected airborne GPS,2023-07-31,2023073101,-125.116,55.662,"[-125.116, 55.662]"
G51344,JA70003000,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=G51344,Being Held,5219.6,2023,2023-09-28,2193773,Non-corrected airborne GPS,2023-09-27,2023092701,-123.829,54.768,"[-123.829, 54.768]"
C11437,JA70003000,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=C11437,Out,4422.1,2023,2023-08-02,2193638,Non-corrected ground GPS,2023-08-02,2023080202,-123.632,53.276,"[-123.632, 53.276]"
K62759,JA70003000,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=K62759,Out,3.9,2023,2023-08-15,2194012,Non-corrected ground GPS,2023-08-15,2023081501,-120.725,50.094,"[-120.725, 50.094]"
C21329,JA70003000,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=C21329,Out,1.0,2023,2023-09-18,2193651,Non-corrected ground GPS,2023-07-08,2023070801,-122.01,52.377,"[-122.01, 52.377]"
G60655,JA70003000,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=G60655,Under Control,3215.3,2023,2023-09-06,2193794,Derived from satellite imagery,2023-09-05,2023090501,-124.113,55.994,"[-124.113, 55.994]"
VA1291,JA70003000,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=VA1291,Out,5.0,2023,2023-11-07,2194264,Hand sketch of any type,2023-11-07,2023110701,-127.072,52.291,"[-127.072, 52.291]"
C43435,JA70003000,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=C43435,Out,1.6,2023,2023-10-23,2193681,Non-corrected ground GPS,2023-10-22,2023102201,-121.334,52.075,"[-121.334, 52.075]"
G91739,JA70003000,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=G91739,Being Held,33425.6,2023,2023-09-19,2193913,Derived from satellite imagery,2023-09-19,2023091901,-123.166,59.34,"[-123.166, 59.34]"
N22243,JA70003000,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=N22243,Out,4110.7,2023,2023-08-19,2194047,Non-corrected airborne GPS,2023-08-19,2023081901,-116.263,50.529,"[-116.263, 50.529]"
V83078,JA70003000,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=V83078,Out,167.4,2023,2023-09-18,2194254,Non-corrected airborne GPS,2023-09-17,2023091701,-126.132,50.141,"[-126.132, 50.141]"
K71707,JA70003000,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=K71707,Out,651.0,2023,2023-09-10,2194023,Hand sketch of any type,2023-09-10,2023091001,-122.089,50.172,"[-122.089, 50.172]"
K21989,JA70003000,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=K21989,Out,0.2,2023,2023-08-02,2193950,Non-corrected ground GPS,2023-07-21,2023072101,-119.76,51.567,"[-119.76, 51.567]"
R13093,JA70003000,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=R13093,Under Control,912.8,2023,2023-09-21,2194132,Non-corrected airborne GPS,2023-09-20,2023092001,-126.721,53.301,"[-126.721, 53.301]"
C40147,JA70003000,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=C40147,Out,3.5,2023,2023-05-10,2193674,Non-corrected ground GPS,2023-04-30,2023043001,-121.381,51.308,"[-121.381, 51.308]"
C31684,JA70003000,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=C31684,Under Control,27.3,2023,2023-07-29,2193665,Non-corrected airborne GPS,2023-07-29,2023072901,-120.49,52.573,"[-120.49, 52.573]"
